item,brand,store_type,season,purchase_method,qty_bought,days_used,daily_use,last_purchase_days_ago,household_size,price,discount_percent,shelf_life_days,rating,stock_status
tea,BrandA,online,none,online,3.0,34.0,0.5680626237947962,18.0,5.0,268.8822564177908,26.555496587001723,136.0,3.8343717561335104,empty
pasta,PremiumSelect,wholesale,monsoon,online,2.0,40.0,0.25126969178915437,24.0,3.0,203.06136719018178,1.6205740796817514,92.0,1.387730632283616,empty
sugar,PremiumSelect,local_shop,summer,subscription,3.0,14.0,0.8771023027517625,15.0,2.0,316.06315514644575,0.1856127167325372,99.0,1.4214326814867468,empty
eggs,BrandC,supermarket,none,subscription,,18.0,0.8520922286640644,8.0,7.0,276.6825729097159,34.713741622907854,86.0,1.553149592598019,empty
cereal,PremiumSelect,supermarket,monsoon,offline,2.0,1.0,0.4761499042175643,25.0,6.0,36.20733646725091,10.465264431636609,193.0,3.330726923287926,empty
bread,LocalBrand,wholesale,none,subscription,2.0,17.0,0.9200825421975478,35.0,4.0,55.748116248978846,9.482559826475399,166.0,3.972956085122784,empty
oil,PremiumSelect,wholesale,winter,offline,3.0,49.0,0.6870819846541263,24.0,5.0,84.34384094618392,,63.0,4.165359415850967,empty
eggs,LocalBrand,local_shop,monsoon,online,2.0,22.0,1.218018723174533,38.0,7.0,332.3596485042979,6.775663464725525,37.0,1.8420445690403144,empty
oil,PremiumSelect,online,monsoon,subscription,6.0,37.0,0.8612550735584416,21.0,3.0,489.0802418031675,11.54676337867054,44.0,3.8900981945857813,empty
sugar,PremiumSelect,local_shop,summer,online,2.0,16.0,1.4038339502029018,1.0,5.0,237.25787274704234,20.64375939345109,77.0,2.2918647339298164,empty
flour,PremiumSelect,online,none,offline,1.0,7.0,0.8010753041582185,26.0,2.0,91.71002189609568,39.275143574114644,88.0,3.2309002522436376,empty
cereal,BrandB,local_shop,winter,subscription,8.0,15.0,1.3368681895779926,10.0,6.0,312.82162478233937,6.127577178594019,44.0,3.0410326208101814,empty
eggs,BrandB,supermarket,winter,subscription,4.0,51.0,0.8047614501204482,26.0,2.0,320.1964565734484,1.6777920917073708,179.0,1.2920729059143867,empty
tea,PremiumSelect,supermarket,none,subscription,2.0,21.0,0.859150465278483,2.0,2.0,382.7626458987776,28.32150261813966,,4.363734915797902,empty
sugar,LocalBrand,online,none,subscription,4.0,2.0,,14.0,3.0,360.71832610621453,24.648669334777917,6.0,3.938099423218284,empty
milk,BrandC,local_shop,winter,online,2.0,59.0,0.6302452290178152,33.0,21.730578726902642,350.1643754606757,12.531766926547864,111.0,3.7075776095188653,empty
rice,BrandA,wholesale,none,subscription,5.0,48.0,1.4029971565728379,39.0,,367.92302775025837,11.175892951122549,171.0,2.3603575713630662,empty
eggs,BrandB,online,summer,offline,7.0,25.0,0.37375948287177935,1.0,5.0,413.2280416027918,34.71425203534636,25.0,4.9674191093741875,low
tea,PremiumSelect,supermarket,none,subscription,6.0,9.0,0.2261136964255962,30.0,3.0,449.8198372493465,12.852854588659252,98.0,1.2513042704633701,low
bread,BrandA,online,summer,offline,2.0,20.0,1.2538058221157142,37.0,4.346115745380528,21.63496135013693,23.719447123581254,46.0,2.2095688527678075,empty
milk,BrandB,local_shop,summer,offline,4.0,50.0,0.8865206596300755,,1.0,339.7855679001244,17.01450822605282,50.0,,low
bread,BrandC,wholesale,none,,8.0,10.0,0.46273860596913546,30.0,1.0,471.78235407203357,21.096863061242924,119.0,1.9420774010362196,okay
sugar,LocalBrand,wholesale,monsoon,subscription,7.0,56.0,0.6769803194200548,27.0,4.0,383.7777703336076,35.52622432315732,119.0,2.785031397969889,empty
rice,PremiumSelect,online,monsoon,offline,7.0,52.0,0.8111125788270369,30.0,3.0,59.05667841918388,17.906971803454596,21.0,3.451437718212182,empty
eggs,BrandC,local_shop,summer,subscription,4.0,21.0,0.9086033724128303,36.0,3.0,373.4314396783385,33.01770317907853,37.0,1.3920302810224143,empty
eggs,BrandB,local_shop,none,online,1.0,4.0,1.2405239832607866,,1.0,141.2462386041895,24.0878291989561,79.0,3.3239856871340163,empty
flour,PremiumSelect,wholesale,summer,online,7.0,30.0,0.6218108748112224,16.0,3.0,108.34693641106142,14.540923702926335,46.0,4.113812211235118,low
pasta,BrandA,supermarket,none,subscription,6.0,128.30662486349226,1.030929514178326,17.0,3.0,117.53650356219985,0.9943900571457442,12.0,4.679134551517198,empty
flour,LocalBrand,local_shop,none,offline,8.0,30.0,1.2604121119580038,18.0,7.0,486.62457665389974,26.69747122685688,136.0,1.834582378414256,empty
sugar,BrandB,wholesale,winter,online,5.0,14.0,1.2734715111391421,34.0,2.0,336.3744481519386,27.861617557985916,110.0,4.568719042826292,empty
sugar,LocalBrand,wholesale,,offline,8.0,22.0,0.4186555473028151,21.0,,2487.598413421495,39.718100236058824,143.0,,empty
rice,PremiumSelect,local_shop,monsoon,offline,8.0,1.0,0.5577509141626785,12.0,3.0,426.65369751903637,28.441467755107965,153.0,2.127209052914064,low
flour,BrandC,local_shop,winter,subscription,9.0,8.0,0.9126137496802108,31.0,6.0,463.9501073403862,32.7895818911604,136.0,3.7498942499943246,empty
tea,LocalBrand,online,winter,online,1.0,11.0,1.334369967308072,10.0,1.0,286.3706655000204,6.692561412876645,17.0,3.774165254982382,empty
tea,BrandA,supermarket,winter,subscription,3.0,1.0,1.1961468257032486,4.0,5.0,187.39534557056416,30.5175166962818,35.0,4.78971013942164,empty
rice,BrandB,online,summer,subscription,6.0,5.0,0.8967462070535213,15.0,5.0,374.4963734292795,14.079384401991412,185.0,1.924641092047592,empty
cereal,BrandA,online,summer,subscription,4.0,57.0,1.4764137644045736,28.0,4.0,28.671515355402644,39.19997071352192,136.0,1.3705545997979338,empty
pasta,LocalBrand,wholesale,summer,offline,8.0,45.0,0.6865314826639903,7.0,3.0,328.9999849703114,18.069359965830365,20.0,3.2382641629438194,low
tea,BrandC,wholesale,summer,subscription,1.0,49.0,1.271553328220058,11.0,2.0,479.11259353049695,18.593540548346287,119.0,2.0287045619141897,empty
coffee,BrandC,supermarket,summer,online,5.0,10.0,1.2367095509607722,29.0,3.0,426.0144594825521,19.900988014966963,108.0,1.9433288872657717,empty
oil,BrandA,online,monsoon,offline,4.0,55.0,1.3666555519219088,34.0,1.0,110.94278325819695,12.311102321044988,53.0,4.692515625530687,empty
rice,PremiumSelect,online,monsoon,subscription,1.0,39.0,1.4821336147865578,30.0,6.0,81.46005200281462,15.184822335424094,46.0,3.892493287026142,empty
rice,PremiumSelect,wholesale,none,online,6.0,13.0,0.768760211490752,27.0,3.0,416.7107513776342,,90.0,3.6791480848016884,empty
salt,BrandC,wholesale,monsoon,subscription,3.0,21.0,0.33366299061991944,25.0,7.0,45.62748060307578,20.5187939732911,60.0,4.808825209691923,empty
milk,BrandA,local_shop,winter,subscription,5.0,36.0,0.7182982674008193,38.0,5.0,497.74675844366584,5.651444116733724,84.0,1.276167521972405,empty
milk,BrandA,online,monsoon,subscription,45.144136028882826,57.0,1.2881330716288764,23.0,7.0,244.35170613977448,23.90174651430106,118.0,3.3485211817926097,low
coffee,BrandA,supermarket,winter,offline,30.096090685921887,53.0,1.2623546196703757,29.0,7.0,465.2444271753958,21.560765664432687,93.0,2.949859969692835,low
flour,LocalBrand,online,monsoon,subscription,6.0,45.0,0.537156366000874,11.0,5.0,2081.1536670990013,39.290236173126566,43.0,2.2085946525044795,empty
cereal,,wholesale,summer,online,7.0,33.0,0.11859487009007691,4.0,4.0,354.7385114465315,34.97741876108776,177.0,3.3465433835348017,okay
sugar,PremiumSelect,local_shop,monsoon,subscription,2.0,57.0,0.7892710418480532,36.0,6.0,118.76329290798617,18.50001006048722,52.0,4.201094247306491,empty
sugar,,online,none,subscription,7.0,43.0,0.7374463471642775,31.0,7.0,61.113134334191216,27.923202254008224,67.0,3.2455238188908617,empty
bread,BrandB,supermarket,summer,offline,7.0,28.0,0.17435776777684087,10.0,1.0,334.7198985462976,213.71394601543238,27.0,1.6956325901107636,full
coffee,LocalBrand,wholesale,summer,subscription,2.0,53.0,1.2025904357992125,16.0,4.0,111.07562761331005,76.55517021901073,114.0,3.2548638261159537,empty
rice,BrandA,local_shop,none,online,3.0,9.0,0.46120589721089905,30.0,3.0,417.78238533575427,13.318546689327215,49.0,1.7858204144003111,empty
coffee,LocalBrand,online,monsoon,online,3.0,45.0,0.9863405336524651,35.0,6.0,52.20385192349358,1.3368677960019903,134.0,1.6044703183505034,empty
coffee,BrandA,supermarket,monsoon,subscription,1.0,11.0,0.19715740084974948,17.0,2.0,271.4501265978955,3.828781992075445,7.0,3.187186556232776,empty
coffee,BrandC,wholesale,none,online,1.0,59.0,1.2980196007189242,5.0,4.0,222.58329328416175,12.38592414852774,25.0,1.4242971585342028,empty
milk,BrandA,supermarket,summer,online,6.0,40.0,1.1219480295749866,3.0,5.0,463.93440767425,31.12402134127665,12.0,2.504719969191638,empty
coffee,PremiumSelect,online,,subscription,9.0,29.0,0.6132129280190654,16.0,1.0,451.28160901454777,28.62843772647941,8.0,3.5995782144025865,okay
pasta,LocalBrand,wholesale,winter,online,9.0,58.0,0.9627589765186902,4.0,3.0,365.7438414649169,38.56945859812433,40.0,3.3325923070214363,low
oil,BrandA,online,winter,online,1.0,7.0,0.3218081443940834,9.0,1.0,382.55227134733354,14.661556901567456,60.0,2.9350646931637194,low
sugar,BrandB,local_shop,monsoon,subscription,7.0,27.0,1.4788626118904704,34.34518126016778,1.0,359.1354167261425,13.714655924969943,116.0,1.9719700763684975,low
bread,BrandC,online,summer,offline,6.0,22.0,1.204356661035892,,1.0,343.9036249178252,4.118046223238507,77.0,2.2015932553794175,low
oil,BrandB,local_shop,winter,offline,4.0,57.0,1.193963004450089,10.0,7.0,498.53368012539096,31.50507116393384,76.0,1.8795552508510878,empty
bread,BrandB,online,none,subscription,3.0,31.0,0.27240131548792035,31.0,5.0,373.31240586984717,6.617123892144243,82.0,3.1015725192292556,empty
salt,BrandB,supermarket,monsoon,,9.0,30.0,0.07571361109610011,17.0,2.0,473.8790798517015,310.77678949415383,57.0,4.55089494514942,full
bread,BrandC,supermarket,monsoon,offline,5.0,28.0,0.8987884832659683,16.0,4.0,229.86848775055907,102.93972684997178,117.0,4.371374526020814,empty
sugar,BrandC,wholesale,summer,offline,8.0,20.0,0.2589748871677259,39.0,5.0,499.09976913336357,25.890554896981808,199.0,4.1994268203988785,low
sugar,BrandC,supermarket,winter,offline,4.0,15.0,1.1816285119088252,6.0,7.0,314.94327948308353,18.017857952757574,184.0,2.1353452368525065,empty
coffee,BrandC,supermarket,monsoon,subscription,4.0,15.0,0.653310403258457,30.0,7.0,454.36612478237123,8.966325687556038,142.0,2.885079755740481,empty
eggs,BrandB,local_shop,none,offline,6.0,53.0,0.540961661031776,15.0,26.07669447228317,63.64345689834815,18.23993071652918,185.0,13.720218027814973,empty
salt,PremiumSelect,supermarket,winter,offline,6.0,12.0,0.1567914305694803,31.0,2.0,313.06351694356147,13.038181886704848,124.0,3.1073346252330762,okay
pasta,PremiumSelect,local_shop,monsoon,subscription,3.0,17.0,1.4942943659197012,30.0,3.0,496.5425679911778,25.01818430931975,150.0,2.780124583936235,empty
rice,BrandC,local_shop,,subscription,2.0,23.0,1.4362156315609755,37.0,7.0,51.9498417434032,22.04749569088952,170.0,2.8274524389864175,empty
,LocalBrand,local_shop,winter,offline,67.71620404332424,6.0,,16.0,7.0,474.5838443382586,3.3080442430397827,31.0,1.2731069321694886,empty
bread,BrandA,online,,online,2.0,45.0,4.553547274355359,36.0,4.0,,2.88569509684649,,1.804954399829072,empty
eggs,LocalBrand,local_shop,summer,subscription,9.0,16.0,0.6166419301356797,2.0,7.0,498.13706874048466,38.60959106843866,78.0,2.503188602833296,empty
coffee,LocalBrand,online,none,subscription,8.0,27.0,0.4803615632676133,28.0,2.0,158.69107631331468,12.059827160775743,44.0,1.9347442285491385,low
milk,LocalBrand,local_shop,summer,offline,7.0,23.0,1.4049794114995247,17.0,3.0,400.94890819182507,3.6216973613553582,108.0,4.50154127227416,empty
rice,PremiumSelect,online,summer,online,5.0,1.0,1.095945652082023,38.0,6.0,33.30122394823167,7.27354243486392,146.0,4.607584679636746,empty
cereal,BrandA,wholesale,none,subscription,3.0,45.0,1.4360787881113943,309.10663134151,4.0,157.66163148323773,6.179307171900774,179.0,3.764002362583995,empty
flour,LocalBrand,wholesale,none,subscription,2.0,26.416069824836644,1.318032833659942,32.0,7.0,309.5344995977575,8.3960461179919,195.0,4.81394211271906,empty
eggs,BrandC,online,,subscription,8.0,45.0,1.1440852032303008,25.0,6.0,129.08205510506025,1.8751163096820678,139.0,1.4381667787981005,empty
milk,PremiumSelect,wholesale,winter,online,2.0,39.0,1.0606023052658236,13.0,3.0,385.15817841459307,7.907769179466704,143.0,2.3864073329793927,empty
salt,BrandC,supermarket,none,subscription,8.0,40.0,1.3059356119202479,14.0,5.0,344.318180580094,37.654069382844405,163.0,4.937958985569965,empty
cereal,BrandC,local_shop,summer,subscription,5.0,50.0,1.04201735034761,25.0,3.0,495.62309913223544,22.881896191121626,189.0,3.6069582651600527,empty
coffee,LocalBrand,online,winter,online,9.0,49.0,0.32364370852266894,35.0,6.0,300.4747077914132,13.010496734196643,132.0,4.820552536939774,low
rice,BrandC,wholesale,monsoon,subscription,4.0,48.0,0.9897834488207422,29.0,7.0,388.6965082347523,31.58061240556888,158.0,1.8456504225964552,empty
rice,BrandA,wholesale,winter,online,60.19218137184377,,0.7967523779254313,15.0,7.0,55.77197306517979,35.83389982269697,64.0,2.809209378136677,okay
rice,,supermarket,summer,online,7.0,40.0,1.4737472817882236,15.0,1.0,40.63628080103271,2.8292895366988136,154.0,2.031701845873193,low
salt,LocalBrand,local_shop,none,online,8.0,39.0,0.7894500432455109,17.0,7.0,299.1906744351835,13.772367248652596,74.0,4.623231293794292,empty
cereal,BrandC,supermarket,winter,offline,5.0,57.0,0.10575972556901334,25.0,5.0,492.96883683646337,32.74440196967752,88.0,3.5604449215910994,low
bread,PremiumSelect,online,winter,subscription,2.0,18.0,0.433074790610183,23.0,3.0,149.01998743119486,24.28522671443529,192.0,19.875849453134986,empty
flour,PremiumSelect,wholesale,winter,subscription,7.0,36.0,1.38020355265941,32.0,5.0,20.82222233395605,27.291302975096592,47.0,3.4164150477883664,empty
pasta,PremiumSelect,wholesale,none,subscription,3.0,56.0,1.4454166791476226,31.0,4.0,183.63971323498254,22.382657004152172,130.0,4.171512985668434,empty
salt,BrandB,wholesale,none,online,2.0,22.0,1.1063229361291185,23.0,1.0,374.7606525234015,3.287986427371825,161.0,3.037672708550652,empty
tea,PremiumSelect,supermarket,winter,offline,3.0,2.0,0.13245265324110708,38.0,1.0,405.090353360849,34.03171602433005,163.0,4.470996667378312,full
flour,PremiumSelect,supermarket,winter,online,4.0,48.0,0.08413501223208542,17.0,3.0,394.9126185248921,9.534230956850415,142.0,1.1661036042656274,okay
sugar,BrandB,local_shop,summer,subscription,7.0,26.0,0.7454127540586952,29.0,4.0,58.843252337005026,4.128820254427059,54.0,4.195299273445645,empty
coffee,PremiumSelect,online,none,online,1.0,50.0,,2.0,5.0,389.99798852106693,13.580100538747821,82.0,1.070704861620189,empty
salt,LocalBrand,local_shop,winter,,6.0,32.0,1.3104802693741375,11.0,3.0,59.1940533045328,29.813174748629493,13.0,2.320022476927005,empty
,PremiumSelect,local_shop,none,subscription,6.0,23.0,1.403006050278897,16.0,2.0,493.838744640285,35.1981638177325,92.0,2.8099596856294298,empty
flour,PremiumSelect,wholesale,none,online,8.0,57.0,0.9541351822397333,17.0,3.0,197.8309652718695,26.02008601754858,96.0,3.213668282949299,empty
tea,BrandB,supermarket,none,offline,2.0,40.0,1.295730855964677,21.0,7.0,352.874612901605,14.323730539657582,33.0,4.614805140622115,empty
sugar,LocalBrand,online,summer,online,2.0,46.0,0.5135626428759291,21.0,2.0,252.56814923834042,29.127174667502427,152.0,4.599239600519654,empty
bread,BrandC,local_shop,monsoon,online,1.0,18.0,0.08967780500399554,6.0,1.0,135.51053838920683,30.66079218706477,308.99022301609534,4.28525845221741,okay
cereal,BrandA,online,none,subscription,3.0,19.0,1.381463410922809,23.0,7.0,313.2107736231518,36.921404791252684,19.0,4.9347091315824905,empty
milk,LocalBrand,wholesale,none,offline,7.0,24.0,0.36672440574095205,32.0,3.0,27.642347687516402,4.744984433586517,57.0,2.1928641601398255,low
flour,BrandC,local_shop,winter,online,8.0,4.0,1.1063052146647832,39.0,3.0,262.47511449026626,5.609688832436044,172.0,3.95647872282744,empty
coffee,LocalBrand,supermarket,none,offline,7.0,54.0,1.0055026065718728,38.0,1.0,38.738963415484534,17.45604277143649,196.0,1.254182335936699,low
cereal,BrandC,local_shop,monsoon,subscription,9.0,46.0,0.2793371452085029,29.0,5.0,292.5455252206462,13.620495759832174,183.0,2.2779727029019545,low
milk,BrandC,wholesale,none,subscription,8.0,2.0,0.3338795449701624,31.0,6.0,239.49941687767347,30.889879526596815,63.0,2.2955599998890603,low
sugar,LocalBrand,local_shop,summer,subscription,8.0,30.0,0.5271550980732039,25.0,3.0,449.4688665354671,23.532934611430335,100.0,2.045105623260717,low
milk,BrandB,wholesale,winter,offline,2.0,49.0,1.1475494467754477,2.0,4.0,483.6815989115314,3.8405330385269254,125.0,4.90548703739576,empty
cereal,LocalBrand,local_shop,monsoon,offline,1.0,38.0,0.10690415481002177,22.0,6.0,332.528487802237,21.383039411108165,152.0,4.77839306747895,empty
oil,LocalBrand,online,summer,online,6.0,31.0,0.6402496734184233,37.0,1.0,108.89008612721281,11.422415530928847,25.0,2.5726002964662382,low
pasta,BrandC,supermarket,monsoon,offline,7.0,40.0,1.014414149118421,15.0,5.0,271.31080587437475,16.29218486377318,32.0,2.4855712961962406,empty
eggs,BrandA,wholesale,winter,subscription,6.0,16.0,0.298632871611018,6.0,6.0,20.781233691350298,26.546629445253004,42.0,2.949488243921267,low
bread,BrandC,online,none,online,7.0,53.0,0.2231550452375759,33.0,1.0,388.67240770487103,1.4012496233998872,1044.948754199886,2.710139581856472,full
sugar,PremiumSelect,wholesale,winter,offline,8.0,33.0,0.6158077495402093,11.0,7.0,39.758980182436815,38.61012438198816,138.0,2.2080386521891286,empty
cereal,LocalBrand,local_shop,winter,subscription,2.0,58.0,0.4655108658994679,12.0,1.0,2072.104461166951,29.668810361839956,73.0,2.0534273125216504,low
pasta,LocalBrand,wholesale,none,subscription,1.0,50.0,0.9911887131408934,24.0,5.0,147.0454350751748,26.127574807583834,,4.722463615213352,empty
pasta,BrandB,wholesale,summer,online,8.0,3.0,1.4558743779558556,3.0,6.0,140.01490873255534,27.053421172300055,115.0,1.8024035823051259,empty
milk,BrandC,supermarket,monsoon,subscription,8.0,18.0,0.05647995709726764,30.0,5.0,63.04632960895404,25.505996985023746,28.0,2.5907794201138223,full
eggs,BrandB,online,summer,offline,8.0,57.0,1.3584508730678106,19.0,5.0,349.1666680605045,15.17105292291927,39.0,3.766017683866486,empty
pasta,LocalBrand,local_shop,none,subscription,7.0,10.0,0.6781734027662142,7.0,6.0,195.67603615708444,162.2691978440259,33.0,4.892682041042679,empty
eggs,BrandC,supermarket,monsoon,online,2.0,2.0,1.0128112074380993,12.0,7.0,63.15475664558838,37.01074649930329,116.0,3.838646444739501,empty
milk,BrandC,wholesale,none,subscription,4.0,51.0,1.2839891976249704,29.0,6.0,174.08431471219157,14.833403099302384,86.0,3.1747649959797544,empty
cereal,PremiumSelect,supermarket,summer,subscription,9.0,30.0,0.8815150586270802,8.0,7.0,462.6131318570795,7.64742937849062,180.0,2.8542935597287746,empty
coffee,PremiumSelect,wholesale,winter,offline,8.0,30.0,0.19110214942743997,21.0,7.0,36.77360375284071,2.1660254479322028,154.0,3.5793486718232477,low
oil,BrandA,local_shop,monsoon,offline,4.0,25.0,0.25386300477689083,13.0,4.0,341.1458797313258,10.418736848930612,162.0,3.7456847843130943,low
pasta,PremiumSelect,wholesale,none,offline,8.0,162.2701432097108,1.1944560613633057,27.0,2.0,260.4828011000063,5.244426211172666,,4.971507962449195,low
salt,BrandC,supermarket,monsoon,offline,6.0,51.0,0.3821924355941377,4.0,6.0,306.8693870249341,26.03801360182761,46.0,2.397354170258111,empty
oil,PremiumSelect,supermarket,monsoon,subscription,9.0,56.0,0.8751045433920291,32.0,6.0,207.98938039562628,77.1120934551079,147.0,1.8497469078886781,empty
milk,BrandA,wholesale,summer,offline,1.0,24.0,5.734647562413873,24.0,1.0,251.14002006059238,13.290777199984717,175.0,2.700761116753061,empty
bread,LocalBrand,online,winter,subscription,6.0,59.0,0.4902765250732358,9.0,7.0,384.46322336794907,3.8281836300176453,13.0,1.9849218705686011,empty
salt,PremiumSelect,,monsoon,offline,4.0,35.0,1.1911029679774618,10.0,7.0,251.92562498203645,17.421353144182703,24.0,1.1845715831185983,empty
sugar,BrandC,online,summer,offline,3.0,10.0,1.1102641457259874,11.0,3.0,200.61877052867874,38.19331666244096,72.0,4.869189039040937,empty
oil,LocalBrand,online,monsoon,offline,5.0,48.0,0.9868578824839064,33.0,2.0,152.36197904412444,17.557892788409063,69.0,1.2443648162137575,empty
milk,BrandC,online,winter,subscription,8.0,30.0,0.5903734842136766,7.0,7.0,236.24038213062715,30.04739519894736,189.0,2.925823715838588,empty
oil,LocalBrand,online,monsoon,offline,6.0,26.0,0.3783819698308627,11.0,3.0,296.34523705767396,22.800854774302138,150.0,2.911768595652207,low
pasta,BrandC,supermarket,winter,subscription,1.0,35.0,0.7980476789473027,28.0,3.0,199.7514539336088,12.706608913577542,72.0,1.7415554894754104,empty
cereal,PremiumSelect,supermarket,summer,offline,6.0,24.0,1.2348009454767168,38.0,3.0,452.4739762720206,37.65640209539231,32.0,3.3100545181459444,empty
salt,PremiumSelect,online,summer,offline,7.0,51.0,0.8847142070570814,257.5888594512583,4.0,498.0537441169603,20.727947064339837,18.0,4.297653167627143,empty
tea,BrandA,supermarket,winter,online,6.0,20.0,1.4567024826327433,8.0,4.0,599.7073614843591,30.881616612346235,44.0,4.505461911484476,empty
flour,LocalBrand,online,winter,offline,3.0,53.0,0.0723843576904761,27.0,2.0,329.2470046577605,4.899011596545928,118.0,2.463431384679323,full
oil,BrandA,online,summer,subscription,9.0,39.0,1.4976028330135032,22.0,5.0,118.9526305697956,9.06586141480592,,1.7767573337988,empty
sugar,BrandB,online,winter,online,4.0,49.0,1.0525431172200992,32.0,4.0,279.70443885041095,18.12171621472183,149.0,3.027851773220878,empty
sugar,PremiumSelect,wholesale,winter,subscription,5.0,40.0,1.2573773249269478,14.0,1.0,208.7803489483409,30.779832670803525,,,low
rice,LocalBrand,local_shop,none,subscription,5.0,35.0,0.5356809332628102,26.0,2.0,137.7984110695421,32.632222156313595,107.0,4.401051013574405,low
oil,BrandA,supermarket,monsoon,online,3.0,39.0,0.7870949257255055,11.0,1.0,184.19734475238732,39.11321425816337,182.0,2.8411160313278274,low
flour,BrandA,supermarket,summer,offline,2.0,59.0,1.2056344094322806,7.0,3.0,79.20360391105596,38.02945999985073,1084.2747825837528,24.370360807446353,empty
coffee,BrandB,online,summer,online,8.0,10.0,1.1529417349321305,30.0,1.0,58.15484953850298,16.913115942914754,158.0,1.1506912338776276,low
pasta,BrandA,wholesale,none,subscription,7.0,27.0,0.5343499218749501,2.0,4.0,236.06038180541964,21.276491501318333,119.0,4.3836527958454425,low
eggs,BrandC,wholesale,winter,offline,5.0,51.0,0.5203948407845143,35.0,1.0,411.32512099248135,1.0192026488907846,,2.0384388025151057,low
cereal,PremiumSelect,supermarket,winter,online,1.0,57.0,1.01107624422259,223.24367819109057,3.0,347.79212230429664,19.57098098559813,173.0,4.822001863135446,empty
flour,BrandA,online,winter,subscription,1.0,56.605863910364235,1.403805813134392,25.0,7.0,305.75946727697544,1.4778626757285673,102.0,1.308600244690001,empty
eggs,BrandA,supermarket,summer,offline,8.0,58.0,0.6862396864774886,1.0,3.0,221.8422750329463,0.5275072785440171,178.0,4.354184538260598,low
eggs,BrandB,online,none,subscription,4.0,15.0,0.5617656089983633,29.0,4.0,244.90497941800027,22.24627745186706,156.0,3.1354449383735608,empty
tea,BrandC,online,monsoon,offline,30.096090685921887,37.0,1.3472962025424637,24.0,2.0,30.31829167345853,35.903559126068444,98.0,1.7763635902469224,okay
rice,BrandA,local_shop,none,,9.0,35.0,1.040431289112042,38.0,5.0,471.2675163870628,38.59760943173412,118.0,2.7247971775384285,empty
flour,PremiumSelect,online,summer,online,2.0,3.0,0.6130001705738195,1.0,6.0,169.2138717304298,29.357605895454913,142.0,2.214076914714994,empty
flour,PremiumSelect,local_shop,monsoon,offline,5.0,29.0,0.1330505347293021,25.0,2.0,458.9388577009691,29.89707953035468,198.0,1.953108243074602,okay
tea,BrandA,supermarket,winter,subscription,6.0,4.0,1.0961594444692881,291.9340407114261,30.422810217663695,363.80011993806147,17.67483467894071,175.0,3.4864407335471035,empty
oil,BrandC,supermarket,none,offline,6.0,47.0,0.5616854115010511,5.0,5.0,289.6260153347908,22.66226400822876,59.0,3.7016162056602413,empty
oil,PremiumSelect,wholesale,none,subscription,3.0,16.0,0.15232098676992162,12.0,6.0,233.70264749336746,23.364414674325772,69.0,1.4258580655878625,low
oil,PremiumSelect,local_shop,summer,offline,6.0,5.0,0.9378191765072463,8.0,4.0,175.02472845642342,2.7947485628808932,26.0,3.901075969685194,empty
bread,BrandC,supermarket,none,offline,5.0,21.0,0.5183599622160735,14.0,4.0,,1.8251625264801152,191.0,2.9320341125030236,empty
eggs,BrandC,local_shop,monsoon,online,8.0,40.0,0.5407619370502676,20.0,4.0,485.7085668539613,5.816642180050855,94.0,3.1203541932343315,low
bread,BrandA,supermarket,none,offline,4.0,42.0,0.7447966895844444,9.0,3.0,406.0764071991459,31.79076795375881,124.0,3.9748783003761403,empty
rice,LocalBrand,local_shop,summer,offline,3.0,54.0,1.0903384126262596,5.0,2.0,207.7419108708541,22.448525358021385,78.0,14.579024793068678,empty
cereal,BrandB,local_shop,none,subscription,6.0,21.0,0.4506791925726265,1.0,5.0,251.44386388144642,23.64942305941434,140.0,3.3741990902769126,empty
tea,,online,monsoon,subscription,9.0,2.0,1.43103183420703,11.0,7.0,244.8589463459392,13.968953531048033,88.0,3.052154302795291,empty
flour,LocalBrand,supermarket,monsoon,subscription,8.0,14.0,0.665417296087284,4.0,2.0,144.58105155067753,34.74170855488518,26.0,1.474962421564309,low
pasta,PremiumSelect,wholesale,summer,offline,8.0,5.0,0.12964186351877183,38.0,5.0,426.6982966708978,38.53974417216752,189.0,2.7108167810245503,okay
eggs,BrandC,online,winter,subscription,3.0,7.0,1.0610393393437139,17.0,1.0,352.56010510779333,8.54679553579734,184.0,4.344558449579477,empty
bread,PremiumSelect,wholesale,summer,subscription,1.0,11.0,1.4409030284877327,4.0,2.0,306.81642482580315,12.59997063504688,52.0,1.119972172081558,empty
bread,BrandB,local_shop,winter,offline,3.0,,1.005200271089791,32.0,1.0,227.98454041512647,13.124686355977722,124.0,1.134403611643259,empty
milk,BrandA,online,monsoon,subscription,3.0,30.0,0.44931615213873766,5.0,7.0,134.7201292780449,38.51262259591159,92.0,4.716840248162654,empty
bread,BrandB,local_shop,none,online,6.0,44.0,0.31346846192952504,22.0,4.0,327.10600778766593,20.713523977670697,154.0,4.280621956743309,low
cereal,PremiumSelect,supermarket,none,online,3.0,46.0,0.38753617838513027,14.0,7.0,133.64751070893868,22.700333861597613,181.0,1.0141389873208433,empty
coffee,PremiumSelect,supermarket,monsoon,subscription,2.0,207.5548343380022,0.3713345045937762,21.0,3.0,24.226522167237263,14.728063511624256,134.0,4.738177887328952,empty
flour,PremiumSelect,wholesale,summer,subscription,9.0,1.0,0.5050542337645477,18.0,3.0,51.98642354412538,35.97571568909198,190.0,11.712269510015286,low
